,년,월,일,시간,건구온도 (℃),건구온도_불확도 (℃),이슬점온도 (℃),이슬점온도_불확도 (℃),상대습도 (%),상대습도_불확도 (%),표면기압 (hPa),표면기압_불확도 (hPa),풍속 (m/s),풍속_불확도 (m/s),수평면 전일사량 (Wh/m²),수평면 전일사량_불확도 (Wh/m²)
0,2016,1,1,0,-5.0,2.4,-8.7,1.7,76,9.1,1013.4,1.5,2.0,0.7,0,0
1,2016,1,1,1,-4.7,2.4,-8.1,1.7,78,9.4,1014.8,1.5,1.9,0.7,0,0
2,2016,1,1,2,-4.5,2.4,-7.5,1.7,80,9.6,1016.2,1.5,1.8,0.7,0,0
3,2016,1,1,3,-4.2,2.4,-7.0,1.7,82,9.8,1017.7,1.5,1.6,0.6,0,0
4,2016,1,1,4,-4.0,2.4,-6.4,1.7,83,10.0,1019.1,1.5,1.5,0.6,0,0
5,2016,1,1,5,-3.7,2.4,-5.9,1.7,85,10.2,1020.6,1.5,1.4,0.5,0,0
6,2016,1,1,6,-3.5,2.4,-5.3,1.7,87,10.4,1022.0,1.5,1.3,0.5,0,0
7,2016,1,1,7,-3.9,2.4,-5.4,1.7,89,10.7,1022.0,1.5,1.4,0.5,0,0
8,2016,1,1,8,-3.6,2.4,-5.1,1.7,89,10.7,1021.9,1.5,1.5,0.6,0,0
9,2016,1,1,9,-1.1,2.4,-4.0,1.7,81,9.7,1022.1,1.5,1.1,0.4,117,8
10,2016,1,1,10,1.3,2.4,-3.5,1.7,70,8.4,1022.1,1.5,1.3,0.5,117,8
11,2016,1,1,11,2.8,2.4,-2.6,1.7,68,8.2,1022.0,1.5,1.4,0.5,199,14
12,2016,1,1,12,3.6,2.4,-2.7,1.7,63,7.6,1021.4,1.5,1.9,0.7,208,15
13,2016,1,1,13,4.3,2.4,-2.7,1.7,60,7.2,1020.1,1.5,2.6,1.0,244,17
14,2016,1,1,14,4.7,2.4,-2.6,1.7,59,7.1,1019.5,1.5,3.0,1.1,176,12
15,2016,1,1,15,4.7,2.4,-2.6,1.7,59,7.1,1019.0,1.5,3.0,1.1,84,6
16,2016,1,1,16,4.2,2.4,-2.5,1.7,62,7.4,1018.2,1.5,2.4,0.9,71,5
17,2016,1,1,17,3.4,2.4,-2.2,1.7,67,8.0,1018.3,1.5,2.1,0.8,1,0
18,2016,1,1,18,2.4,2.4,-2.0,1.7,73,8.8,1018.2,1.5,2.4,0.9,10,1
19,2016,1,1,19,2.0,2.4,-1.6,1.7,77,9.2,1018.1,1.5,2.5,0.9,10,1
20,2016,1,1,20,2.0,2.4,-1.2,1.7,79,9.5,1017.7,1.5,2.6,1.0,0,0
21,2016,1,1,21,1.7,2.4,-0.9,1.7,83,10.0,1017.5,1.5,2.6,1.0,0,0
22,2016,1,1,22,1.8,2.4,-0.7,1.7,83,10.0,1017.1,1.5,2.7,1.0,0,0
23,2016,1,1,23,1.9,2.4,-0.5,1.7,84,10.1,1016.7,1.5,2.8,1.0,0,0
24,2016,1,2,0,1.8,2.4,-0.4,1.7,85,10.2,1016.4,1.5,2.9,1.1,0,0
25,2016,1,2,1,1.9,2.4,-0.1,1.7,87,10.4,1015.8,1.5,2.9,1.1,0,0
26,2016,1,2,2,1.9,2.4,0.2,1.7,88,10.6,1015.5,1.5,2.8,1.0,0,0
27,2016,1,2,3,1.9,2.4,0.5,1.7,90,10.8,1015.1,1.5,2.8,1.0,0,0
28,2016,1,2,4,1.7,2.4,0.3,1.7,90,10.8,1014.5,1.5,2.5,0.9,0,0
29,2016,1,2,5,1.3,2.4,0.1,1.7,92,11.0,1013.9,1.5,2.5,0.9,0,0
30,2016,1,2,6,1.6,2.4,0.5,1.7,92,11.0,1013.6,1.5,2.6,1.0,0,0
31,2016,1,2,7,2.0,2.4,0.9,1.7,92,11.0,1013.4,1.5,2.7,1.0,10,1
32,2016,1,2,8,1.9,2.4,0.8,1.7,92,11.0,1013.0,1.5,2.8,1.0,1,0
33,2016,1,2,9,3.1,2.4,1.7,1.7,91,10.9,1013.0,1.5,2.6,1.0,115,8
34,2016,1,2,10,5.3,2.4,2.8,1.7,84,10.1,1013.3,1.5,2.7,1.0,185,13
