code,longitude,latitude,address,in_clust,elev,sidonm
988,126.3063,33.335,제주특별자치도 제주시 한림읍 금악리,1,259,제주특별자치도
989,126.4063,33.335,제주특별자치도 서귀포시 안덕면 광평리,1,628.2,제주특별자치도
990,126.5063,33.335,제주특별자치도 서귀포시 영남동,1,1179.8,제주특별자치도
993,126.7064,33.335,제주특별자치도 서귀포시 남원읍 수망리,0,190.3,제주특별자치도
994,126.8064,33.335,제주특별자치도 서귀포시 표선면 세화리,0,71.1,제주특별자치도
995,126.2063,33.235,제주특별자치도 서귀포시 대정읍 영락리,0,-2.5,제주특별자치도
996,126.3063,33.235,제주특별자치도 서귀포시 안덕면 사계리,0,15.7,제주특별자치도
997,126.4063,33.235,제주특별자치도 서귀포시 색달동,0,0,제주특별자치도
998,126.5063,33.235,제주특별자치도 서귀포시 강정동,0,13.7,제주특별자치도
999,126.6064,33.235,제주특별자치도 서귀포시 보목동,0,0,제주특별자치도
